Theta1_Value,Cost Function
101249.11431307223,2080079389.1437538
101285.71828846144,2079672151.6089377
101322.15297199991,2079270164.4193933
101358.41923689333,2078873348.1260395
101394.5179505041,2078481624.6418269
101430.44997440824,2078094917.2165246
101466.2161644516,2077713150.412005
101501.8173708053,2077336250.077997
101537.25443802046,2076964143.3283093
101572.5282050823,2076596758.5175078
101607.63950546343,2076234025.218047
101642.58916717653,2075875874.1978376
101677.37801282633,2075522237.3982491
101712.00685966096,2075173047.9125261
101746.47651962258,2074828239.9646301
101780.7877993974,2074487748.8884797
101814.94150046508,2074151511.1075933
101848.93841914751,2073819464.1151216
101882.7793466569,2073491546.4542594
101916.46506914335,2073167697.6990428
101949.99636774174,2072847858.4354959
101983.37401861812,2072531970.2431622
102016.59879301545,2072219975.6769645
102049.67145729874,2071911818.2494366
102082.59277299972,2071607442.413272
102115.3634968609,2071306793.5442233
102147.98438087903,2071009817.9243164
102180.45617234813,2070716462.725398
102212.77961390188,2070426675.9929783
102244.95544355553,2070140406.6304028
102276.98439474737,2069857604.3833117
102308.86719637948,2069578219.8243976
102340.60457285821,2069302204.3384626
102372.19724413402,2069029510.107744
102403.64592574087,2068760090.097535
102434.95132883514,2068493898.0420678
102466.11416023408,2068230888.430673
102497.13512245372,2067971016.4941945
102528.01491374646,2067714238.1916676
102558.75422813804,2067460510.1972475
102589.3537554642,2067209789.8873873
102619.81418140678,2066962035.3282576
102650.13618752951,2066717205.2634053
102680.32045131328,2066475259.1016448
102710.36764619099,2066236156.905182
102740.27844158202,2065999859.377956
102770.0535029263,2065766327.8542097
102799.69349171789,2065535524.2872713
102829.19906553828,2065307411.2385442
102858.5708780892,2065081951.8667147
102887.80957922507,2064859109.917154
102916.91581498508,2064638849.7115226
102945.89022762494,2064421136.1375768
102974.73345564811,2064205934.639154
103003.4461338368,2063993211.206358
103032.02889328261,2063782932.365923
103060.48236141668,2063575065.1717646
103088.80716203968,2063369577.1957004
103117.00391535125,2063166436.5183463
103145.07323797928,2062965611.7201917
103173.01574300871,2062767071.8728309
103200.83204001012,2062570786.5303657
103228.52273506789,2062376725.7209663
103256.0884308081,2062184859.9385927
103283.52972642607,2061995160.1348653
103310.84721771366,2061807597.7110937
103338.04149708615,2061622144.5104506
103365.11315360888,2061438772.810293
103392.06277302364,2061257455.3146248
103418.89093777467,2061078165.1467025
103445.59822703437,2060900875.8417761
103472.18521672879,2060725561.3399677
103498.65247956279,2060552195.9792786
103525.00058504498,2060380754.4887297
103551.23009951225,2060211211.981633
103577.34158615416,2060043543.9489686
103603.335605037,2059877726.2529156
103629.21271312762,2059713735.1204772
103654.9734643169,2059551547.1372328
103680.61840944315,2059391139.2412064
103706.14809631504,2059232488.7168489
103731.56306973442,2059075573.1891274
103756.86387151887,2058920370.6177275
103782.05104052398,2058766859.2913594
103807.12511266534,2058615017.8221734
103832.08662094045,2058464825.1402724
103856.93609545022,2058316260.4883287
103881.67406342036,2058169303.4162993
103906.30104922244,2058023933.7762387
103930.81757439485,2057880131.7172046
103955.22415766343,2057737877.6802628
103979.5213149619,2057597152.3935735
104003.70955945214,2057457936.8675742
104027.7894015442,2057320212.390254
104051.76134891612,2057183960.5225077
104075.62590653346,2057049163.093574
104099.38357666881,2056915802.1965654
104123.03485892093,2056783860.1840684
104146.58025023375,2056653319.6638308
104170.02024491514,2056524163.4945312
104193.35533465561,2056396374.7816107
104216.58600854666,2056269936.8731978
104239.71275309897,2056144833.3560932
104262.73605226056,2056021048.0518384
104285.65638743454,2055898565.0128434
104308.47423749686,2055777368.518596
104331.19007881376,2055657443.0719373
104353.80438525909,2055538773.3953917
104376.31762823151,2055421344.4275846
104398.73027667143,2055305141.3197067
104421.0427970778,2055190149.4320478
104443.25565352477,2055076354.3305972
104465.3693076782,2054963741.7837002
104487.38421881187,2054852297.7587726
104509.30084382376,2054742008.4190814
104531.11963725193,2054632860.1205761
104552.84105129044,2054524839.4087822
104574.46553580492,2054417933.0157444
104595.99353834824,2054312127.857029
104617.42550417577,2054207411.0287783
104638.76187626066,2054103769.8048177
104660.0030953089,2054001191.6338096
104681.14959977429,2053899664.13647
104702.20182587317,2053799175.1028197
104723.16020759915,2053699712.4894922
104744.02517673756,2053601264.4170916
104764.79716287986,2053503819.1675885
104785.47659343782,2053407365.1817734
104806.06389365775,2053311891.056742
104826.5594866343,2053217385.5434375
104846.96379332445,2053123837.5442247
104867.27723256114,2053031236.1105194
104887.50022106689,2052939570.4404442
104907.63317346724,2052848829.8765388
104927.67650230408,2052759003.9035037
104947.63061804889,2052670082.1459846
104967.49592911579,2052582054.3663976
104987.27284187454,2052494910.4627848
105006.96176066338,2052408640.4667203
105026.5630878018,2052323234.5412412
105046.07722360309,2052238682.9788182
105065.5045663869,2052154976.199365
105084.84551249162,2052072104.7482731
105104.10045628669,2051990059.294498
105123.2697901847,2051908830.6286514
105142.35390465353,2051828409.6611564
105161.35318822827,2051748787.420414
105180.2680275231,2051669955.051004
105199.098807243,2051591903.8119276
105217.84591019544,2051514625.0748696
105236.50971730186,2051438110.322491
105255.09060760919,2051362351.146758
105273.58895830114,2051287339.247293
105292.00514470946,2051213066.4297566
105310.33954032508,2051139524.604254
105328.59251680918,2051066705.7837758
105346.76444400413,2050994602.0826557
105364.85568994438,2050923205.7150629
105382.86662086718,2050852508.9935148
105400.7976012233,2050782504.3274188
105418.64899368763,2050713184.2216322
105436.42115916967,2050644541.2750547
105454.1144568239,2050576568.1792371
105471.72924406016,2050509257.7170238
105489.26587655388,2050442602.7612038
105506.72470825621,2050376596.2731957
105524.1060914041,2050311231.301751
105541.41037653033,2050246500.981677
105558.63791247334,2050182398.532588
105575.78904638709,2050118917.2576654
105592.86412375084,2050056050.5424516
105609.86348837876,2049993791.8536537
105626.78748242953,2049932134.737977
105643.63644641587,2049871072.8209653
105660.41071921396,2049810599.8058715
105677.11063807279,2049750709.4725401
105693.73653862345,2049691395.6763127
105710.28875488832,2049632652.346952
105726.76761929024,2049574473.487572
105743.17346266157,2049516853.1736062
105759.50661425311,2049459785.5517712
105775.76740174313,2049403264.8390653
105791.95615124614,2049347285.32177
105808.07318732169,2049291841.354477
105824.1188329831,2049236927.359124
105840.09340970613,2049182537.8240528
105855.99723743746,2049128667.3030763
105871.83063460332,2049075310.4145687
105887.59391811785,2049022461.840558
105903.28740339157,2048970116.325848
105918.9114043396,2048918268.677142
105934.46623338998,2048866913.762188
105949.95220149185,2048816046.5089345
105965.36961812357,2048765661.904704
105980.71879130084,2048715754.9953675
105996.00002758463,2048666320.884554
106011.21363208917,2048617354.7328463
106026.35990848989,2048568851.757013
106041.43915903116,2048520807.2292383
106056.45168453411,2048473216.4763684
106071.39778440438,2048426074.879172
106086.27775663973,2048379377.871606
106101.09189783766,2048333120.9401038
106115.84050320297,2048287299.6228611
106130.52386655525,2048241909.5091455
106145.14228033631,2048196946.2386065
106159.6960356176,2048152405.5006056
106174.18542210748,2048108283.0335498
106188.61072815857,2048064574.6242387
106202.97224077494,2048021276.1072218
106217.27024561928,2047978383.3641636
106231.50502702007,2047935892.323223
106245.6768679786,2047893798.958437
106259.78605017604,2047852099.2891154
106273.8328539804,2047810789.37925
106287.81755845346,2047769865.3369238
106301.74044135762,2047729323.3137376
106315.60177916278,2047689159.504242
106329.4018470531,2047649370.1453743
106343.14091893374,2047609951.5159113
106356.81926743756,2047570899.9359276
106370.43716393171,2047532211.7662566
106383.99487852432,2047493883.407969
106397.49268007098,2047455911.3018527
106410.93083618129,2047418291.9279034
106424.3096132253,2047381021.8048222
106437.62927633993,2047344097.4895191
106450.89008943537,2047307515.5766258
106464.09231520143,2047271272.6980171
106477.23621511376,2047235365.522335
106490.32204944018,2047199790.754528
106503.35007724681,2047164545.1353834
106516.32055640435,2047129625.4410834
106529.23374359407,2047095028.482754
106542.08989431402,2047060751.1060305
106554.88926288499,2047026790.1906211
106567.63210245654,2046993142.6498823
106580.31866501301,2046959805.4304004
106592.94920137936,2046926775.5115745
106605.52396122717,2046894049.905213
106618.04319308039,2046861625.6551287
106630.50714432121,2046829499.836745
106642.9160611958,2046797669.5567033
106655.27018882013,2046766131.9524844
106667.56977118555,2046734884.1920214
106679.81505116454,2046703923.473333
106692.00627051633,2046673247.024153
106704.14366989245,2046642852.1015658
106716.22748884236,2046612735.9916542
106728.25796581889,2046582896.0091417
106740.23533818382,2046553329.4970489
106752.15984221322,2046524033.826348
106764.031713103,2046495006.3956296
106775.85118497418,2046466244.6307645
106787.6184908783,2046437745.9845827
106799.33386280276,2046409507.9365416
106810.99753167604,2046381527.9924145
106822.60972737301,2046353803.6839736
106834.17067872013,2046326332.5686808
106845.68061350062,2046299112.2293794
106857.13975845966,2046272140.2739975
106868.54833930946,2046245414.3352475
106879.90658073443,2046218932.070336
106891.21470639616,2046192691.1606703
106902.4729389385,2046166689.311578
106913.68149999257,2046140924.2520278
106924.8406101817,2046115393.7343445
106935.95048912638,2046090095.5339444
106947.0113554492,2046065027.449061
106958.02342677969,2046040187.3004804
106968.9869197592,2046015572.93128
106979.90205004574,2045991182.206569
106990.76903231874,2045967013.0132341
107001.58808028384,2045943063.2596874
107012.3594066776,2045919330.8756187
107023.08322327228,2045895813.81175
107033.75974088043,2045872510.0395942
107044.38916935964,2045849417.55122
107054.97171761711,2045826534.359009
107065.50759361425,2045803858.4954357
107075.99700437128,2045781388.0128255
107086.4401559718,2045759120.9831402
107096.83725356722,2045737055.4977462
107107.18850138139,2045715189.6672049
107117.49410271495,2045693521.6210442
107127.75425994986,2045672049.507554
107137.96917455374,2045650771.4935691
107148.13904708436,2045629685.7642663
107158.2640771939,2045608790.5229511
107168.3444636334,2045588083.9908645
107178.380404257,2045567564.4069734
107188.37209602626,2045547230.0277772
107198.31973501443,2045527079.1271157
107208.22351641074,2045507109.99597
107218.08363452452,2045487320.9422762
107227.9002827895,2045467710.2907376
107237.67365376794,2045448276.3826404
107247.40393915477,2045429017.575669
107257.09132978173,2045409932.2437232
107266.73601562151,2045391018.7767484
107276.33818579177,2045372275.5805488
107285.89802855924,2045353701.0766234
107295.41573134375,2045335293.701987
107304.89148072222,2045317051.9090059
107314.32546243271,2045298974.1652296
107323.71786137833,2045281058.9532254
107333.06886163123,2045263304.7704136
107342.3786464365,2045245710.1289105
107351.64739821608,2045228273.555365
107360.87529857268,2045210993.590807
107370.06252829357,2045193868.790488
107379.2092673545,2045176897.7237296
107388.31569492347,2045160078.9737725
107397.38198936457,2045143411.1376295
107406.40832824171,2045126892.8259315
107415.39488832242,2045110522.6627915
107424.34184558157,2045094299.2856529
107433.24937520511,2045078221.3451505
107442.11765159373,2045062287.50497
107450.94684836658,2045046496.4417117
107459.73713836493,2045030846.8447492
107468.48869365575,2045015337.4160974
107477.2016855354,2044999966.8702781
107485.87628453322,2044984733.9341886
107494.51266041507,2044969637.3469708
107503.11098218693,2044954675.8598845
107511.67141809844,2044939848.2361736
107520.19413564642,2044925153.2509506
107528.67930157839,2044910589.6910632
107537.12708189602,2044896156.3549786
107545.53764185864,2044881852.0526571
107553.91114598668,2044867675.6054356
107562.24775806512,2044853625.8459077
107570.54764114686,2044839701.6178086
107578.81095755615,2044825901.7758968
107587.037868892,2044812225.1858423
107595.22853603147,2044798670.7241127
107603.38311913308,2044785237.2778623
107611.50177764012,2044771923.7448208
107619.58467028395,2044758729.0331862
107627.63195508727,2044745652.0615163
107635.64378936747,2044732691.758622
107643.62032973983,2044719847.0634613
107651.56173212077,2044707116.9250398
107659.46815173107,2044694500.3023012
107667.33974309913,2044681996.164032
107675.17666006411,2044669603.4887571
107682.97905577914,2044657321.2646437
107690.74708271444,2044645148.489401
107698.4808926605,2044633084.1701846
107706.18063673122,2044621127.3234982
107713.84646536698,2044609276.9751046
107721.47852833776,2044597532.159924
107729.07697474622,2044585891.9219513
107736.64195303079,2044574355.314154
107744.17361096866,2044562921.3983905
107751.67209567888,2044551589.2453163
107759.13755362533,2044540357.9342964
107766.57013061976,2044529226.553317
107773.96997182474,2044518194.1989028
107781.3372217567,2044507259.9760246
107788.6720242888,2044496422.9980235
107795.97452265395,2044485682.386521
107803.2448594477,2044475037.2713377
107810.48317663117,2044464486.7904131
107817.68961553393,2044454030.0897229
107824.86431685694,2044443666.3232033
107832.00742067535,2044433394.6526623
107839.1190664414,2044423214.2477174
107846.19939298726,2044413124.2857022
107853.24853852783,2044403123.9515975
107860.26664066361,2044393212.4379594
107867.25383638346,2044383388.944835
107874.21026206738,2044373652.679698
107881.13605348932,2044364002.8573692
107888.03134581988,2044354438.6999478
107894.89627362916,2044344959.436737
107901.73097088937,2044335564.3041751
107908.53557097765,2044326252.545768
107915.31020667871,2044317023.412013
107922.05501018754,2044307876.1603382
107928.77011311213,2044298810.0550287
107935.45564647605,2044289824.367164
107942.1117407212,2044280918.3745468
107948.73852571039,2044272091.361645
107955.33613072998,2044263342.6195195
107961.9046844925,2044254671.445764
107968.44431513925,2044246077.1444387
107974.95515024288,2044237559.0260127
107981.43731681,2044229116.4072938
107987.8909412837,2044220748.6113763
107994.31614954611,2044212454.9675727
108000.71306692099,2044204234.8113601
108007.08181817619,2044196087.4843128
108013.42252752619,2044188012.3340497
108019.73531863462,2044180008.7141736
108026.02031461673,2044172075.9842165
108032.2776380419,2044164213.509577
108038.50741093603,2044156420.6614676
