Theta0_Value,Cost Function
188070.32685803837,14712210041.243479
189593.75018520266,14464542363.083355
191101.93927909533,14221846012.89062
192595.04648204905,13984019154.78393
194073.22261297324,13750962083.29213
195536.6169825882,13522577177.621367
196985.377408507,13298768856.936789
198419.6502301666,13079443536.635155
199839.5803236096,12864509585.585743
201245.3111161182,12653877284.317083
202636.9846007017,12447458784.127792
204014.74135043935,12245168067.100256
205378.72053267964,12046920906.996498
206729.05992309752,11852634831.015833
208065.8959196112,11662229082.39472
209389.36355615978,11475624583.82945
210699.59651634286,11292743901.702864
211996.72714692412,11113511211.096748
213280.88647119957,10937852261.571964
214552.20420223224,10765694343.69885
215810.8087559546,10596966256.32073
217056.82726413975,10431598274.533964
218290.38558724304,10269522118.368174
219511.6083271153,10110670922.150787
220720.61883958883,9954979204.540379
221917.5392469376,9802382839.213667
223102.4904502129,9652819026.191357
224275.59214145545,9506226263.788414
225436.96281578558,9362544321.174662
226586.7197833724,9221714211.531914
227724.97918128336,9083678165.794231
228851.8559852152,8948379606.958162
229967.46402110773,8815763124.950142
231071.91597664135,8685774452.03854
232165.32341261962,8558360438.778145
233247.79677423812,8433469030.475137
234319.4454022404,8311049244.160852
235380.37754396268,8191051146.06305
236430.70036426774,8073425829.563447
237470.51995636974,7958125393.630753
238499.94135255073,7845102921.718534
239519.0685347699,7734312461.117585
240528.00444516688,7625709002.752654
241526.8509964599,7519248461.41366
242515.70908223998,7414887656.41174
243494.67858716226,7312584292.650692
244463.8583970353,7212296942.1045685
245423.34640880962,7113985025.692493
246373.2395404662,7017608795.5418
247313.63374080622,6923129317.631009
248244.62399914284,6830508454.804162
249166.3043548961,6739708850.148367
250078.76790709182,6650693910.726525
250982.10682376559,6563427791.657364
251876.41235127262,6477875380.535241
252761.7748235046,6394002282.1821
253638.28367101421,6311774803.724389
254506.02743004877,6231159939.987763
255365.09375149297,6152125359.202564
256215.56940972272,6074639389.013323
257057.5403113702,5998671002.785574
257891.09150400118,5924189806.203533
258716.30718470583,5851166024.15218
259533.27070860346,5779570487.877636
260342.0645972621,5709374622.419704
261142.77054703416,5640550434.310634
261935.4694373085,5573070499.534319
262720.2413386801,5506907951.740261
263497.165521038,5442036470.706754
264266.3204615723,5378430271.047851
265027.7838527013,5316064091.158825
265781.632609919,5254913182.394985
266527.9428795645,5194953298.478714
267266.7900465135,5136160685.129831
267998.24874179304,5078512069.914445
268722.3928501198,5021984652.307541
269439.2955173633,4966556093.964703
270149.02915793436,4912204509.198424
270851.6654620997,4858908455.654636
271547.2754032234,4806646925.185085
272235.92924493586,4755399334.911365
272917.6965482312,4705145518.476469
273592.64617849357,4655865717.479828
274260.84631245333,4607540573.091881
274922.3644450735,4560151117.844319
275577.26739636745,4513678767.59224
276225.62131814845,4468105313.644522
276867.49170071166,4423412915.058777
277502.94337944925,4379584091.097422
278132.04054139944,4336601713.841349
278754.84673173015,4294449000.9578547
279371.42486015754,4253109508.6195407
279981.83720730065,4212567124.5709295
280586.14543097233,4172806061.339648
281184.4105724073,4133810849.5891223
281776.6930624279,4095566331.6097326
282363.05272754835,4058057654.945469
282943.54879601754,4021270266.1532497
283518.23990380205,3985189904.692031
284087.1841005087,3949802596.938974
284650.43885524827,3915094650.3299384
285208.06106244045,3881052647.621724
285760.10704756074,3847663441.273373
286306.63257282984,3814914147.9441366
286847.6928428462,3782792143.105503
287383.34251016245,3751285055.7649517
287913.6356808055,3720380763.2990704
288438.6259197421,3690067386.3936405
288958.36625628936,3660333284.0885386
289472.90918947116,3631167048.925153
289982.30669332115,3602557502.1941795
290486.61022213264,3574493689.281689
290985.870715656,3546964875.1113753
291480.13860424416,3519960539.6809616
291969.4638139464,3493470373.690775
292453.89577155164,3467484274.2625666
292933.48340958083,3441992340.746649
293408.27517122973,3416984870.6155167
293878.3190152621,3392452355.442129
294343.6624208542,3368385476.9610453
294804.35239239037,3344775103.210715
295260.43546421116,3321612284.755213
295711.95770531375,3298888250.983702
296158.9647240053,3276594406.4860697
296601.50167250994,3254722327.5030684
297039.6132515295,3233263758.449484
297473.3437147589,3212210608.508682
297902.73687335604,3191554948.297193
298327.8361003672,3171289006.597722
298748.6843351082,3151405167.1592474
299165.3240875018,3131895965.562782
299577.79744237143,3112754086.1514096
299986.1460636924,3093972359.023273
300390.41119880014,3075543757.086209
300790.6336825568,3057461393.1727047
301186.8539414759,3039718517.2139626
301579.1119978058,3022308513.4718256
301967.44747357245,3005224897.8273497
302351.8995945814,2988461315.124851
302732.5071943803,2972011536.5702887
303109.30871818116,2955869457.1828218
303482.34222674405,2940029093.2984686
303851.6454002213,2924484580.1247644
304217.25554196374,2909230169.345364
304579.2095822888,2894260226.7735543
304937.5440822106,2879569230.053679
305292.29523713316,2865151766.409428
305643.4988805065,2851002530.438103
305991.1904874461,2837116321.9498234
306335.4051783163,2823488043.8508024
306676.1777222778,2810112700.069753
307013.5425407997,2796985393.5265317
307347.5337111364,2784101324.1421633
307678.1849697697,2771455786.8893685
308005.52971581666,2759044169.8827753
308329.60101440316,2746861952.507994
308650.4316000038,2734904703.588733
308968.05387974845,2723168079.5912023
309282.4999366956,2711647822.865007
309593.80153307336,2700339759.9197917
309901.9901134873,2689239799.736905
310207.0968080971,2678343932.1153426
310509.1524357608,2667648226.0512853
310808.1875071479,2657148828.150527
311104.2322278211,2646841961.0731153
311397.31650128757,2636723922.009547
311687.46993201936,2626791081.1878805
311974.7218284439,2617039880.4110928
312259.1012059041,2607466831.6241083
312540.6367895897,2598068515.5098515
312819.3570174385,2588841580.1137486
313095.2900430088,2579782739.496083
313368.4637383234,2570888772.411638
313638.90569668484,2562156521.016075
313906.64323546266,2553582889.598477
314171.7033988527,2545164843.3395424
314434.11296060885,2536899407.094899
314693.8984267474,2528783664.203012
314951.08603822463,2520814755.317195
315205.7017735871,2512989877.261229
315457.7713515959,2505306281.908105
315707.3202338246,2497761275.0814013
315954.37362723105,2490352215.4788685
316198.9564867034,2483076513.617737
316441.09351758106,2475931630.801306
316680.8091781499,2468915078.1064
316918.1276821131,2462024415.3912473
317153.07300103665,2455257250.3233666
317385.668866771,2448611237.4270573
317615.93877384794,2442084077.1501
317843.9059818541,2435673514.9492526
318069.59351778025,2429377340.394189
318293.02417834714,2423193386.2894797
318514.22053230833,2417119527.8142643
318733.2049227299,2411153681.6792355
318949.9994692473,2405293805.300606
319164.6260702995,2399537895.990696
319377.1064053412,2393883990.1648006
319587.46193703247,2388330162.5640316
319795.7139134068,2382874525.4937625
320001.88337001746,2377515228.077415
320205.991132062,2372250455.525224
320408.05781648605,2367078428.4177175
320608.10383406584,2361997402.0035763
320806.14939146984,2357005665.5116167
321002.21449329983,2352101541.4765825
321196.3189441115,2347283385.078477
321388.4823504151,2342549583.495159
321578.72412265564,2337898555.2679358
321767.06347717374,2333328749.6798844
321953.5194381467,2328838646.1466446
322138.11083950987,2324426753.6194363
322320.85632685944,2320091610.0000434
322501.77435933554,2315831781.567531
322680.88321148686,2311645862.4164577
322858.2009751167,2307532473.906335
323033.7455611102,2303490264.12213
323207.5347012438,2299517907.3455744
323379.58594997606,2295614103.537053
323549.91668622097,2291777577.8278785
323718.54411510343,2288007080.022726
323885.4852696971,2284301384.1120195
324050.7570127448,2280659287.794095
324214.37603836204,2277079612.006903
324376.3588737231,2273561200.469096
324536.72188073053,2270102919.2302785
324695.4812576679,2266703656.2302628
324852.65304083587,2263362320.867128
325008.2531061722,2260077843.5739155
325162.29717085516,2256849175.4037795
325314.8007948913,2253675287.6234317
325465.77938268706,2250555171.314706
325615.24818460486,2247487836.984064
325763.2222985035,2244472314.179928
325909.71667126316,2241507651.117625
326054.7461002952,2238592914.311831
326198.32523503696,2235727188.2163415
326340.4685784313,2232909574.871038
326481.1904883917,2230139193.5558834
326620.5051792524,2227415180.451836
326758.42672320455,2224736688.3084984
326894.9690517172,2222102886.1184187
327030.14595694473,2219512958.7978625
327163.97109311994,2216966106.873957
327296.4579779334,2214461546.1780653
327427.6199938987,2211998507.5452604
327557.4703897044,2209576236.519801
327686.022281552,2207193993.066453
327813.2886544812,2204851051.287566
327939.28236368106,2202546699.145783
328064.01613578893,2200280238.192264
328187.50257017574,2198050983.300313
328309.75414021866,2195858262.4043117
328430.78319456114,2193701416.243834
328550.60195836023,2191579798.1128616
328669.2225345213,2189492773.6139674
328786.65690492076,2187439720.417405
328902.91693161626,2185420028.0249624
329018.0143580448,2183433097.538528
329131.960810209,2181478341.433237
329244.7677978516,2179555183.3351326
329356.4467156177,2177663057.8032374
329467.0088442062,2175801410.1159525
329576.4653515089,2173969696.0616903
329684.8272937385,2172167381.7336736
329792.10561654577,2170393943.3287897
329898.311156125,2168648866.9504457
330003.4546403084,2166931648.4153285
330107.54668965,2165241793.0639977
330210.59781849815,2163578815.575231
330312.6184360579,2161942239.7840457
330413.618847442,2160331598.503337
330513.60925471224,2158746433.349036
330612.5997579098,2157186294.5687385
330710.60035607533,2155650740.8737216
330807.62094825925,2154139339.274298
330903.6713345213,2152651664.9184117
330998.7612169208,2151187300.933438
331092.90020049625,2149745838.2711134
331186.097794236,2148326875.55553
331278.3634120383,2146930018.934137
331369.70637366263,2145554881.9316897
331460.1359056707,2144201085.3070772
331549.6611423587,2142868256.912996
331638.29112667975,2141556031.5583773
331726.0348111576,2140264050.8735476
331812.90105879074,2138991963.178042
331898.8986439475,2137739423.3510327
331984.0362532527,2136506092.7043197
332068.32248646487,2135291638.8578105
332151.7658573449,2134095735.6174822
332234.37479451613,2132918062.8557317
332316.15764231567,2131758306.394093
332397.1226616372,2130616157.8882709
332477.27803076553,2129491314.7154305
332556.63184620254,2128383479.8637202
332635.1921234852,2127292361.8239648
332712.96679799503,2126217674.483498
332789.96372575976,2125159137.0220733
332866.19068424683,2124116473.809843
332941.655373149,2123089414.3073325
333016.36541516223,2122077692.967386
333090.3283567553,2121081049.1390479
333163.5516689324,2120099226.9733267
333236.0427479878,2119131975.330817
333307.8089162526,2118179047.6911378
333378.8574228347,2117240202.0641541
333449.19544435106,2116315200.9029336
333518.83008565224,2115403811.0184262
333587.7683805404,2114505803.4958103
333656.0172924797,2113620953.6124923
333723.58371529955,2112749040.7576988
333790.47447389126,2111889848.3536701
333856.696324897,2111043163.7783813
333922.2559573927,2110208778.2897866
333987.15999356343,2109386486.9515557
334051.4149893725,2108576088.5602553
334115.02743522346,2107777385.5739658
334178.0037566159,2106990184.0422964
334240.35031479446,2106214293.5377703
334302.0734073912,2105449527.0885522
334363.17926906195,2104695701.1124983
334423.67407211603,2103952635.3524897
334483.56392713956,2103220152.8130455
334542.85488361283,2102498079.6981587
334601.5529305214,2101786245.3503635
334659.66399696085,2101084482.1909833
334717.1939527359,2100392625.6615567
334774.1486089532,2099710514.1663997
334830.5337186084,2099037989.0162961
334886.354977167,2098374894.3732862
334941.61802314,2097721077.1965342
334996.32843865326,2097076387.1892536
335050.4917500114,2096440676.746663
335104.11342825595,2095813800.9049675
335157.1988897181,2095195617.291325
335209.7534965656,2094585986.0747983
335261.78255734465,2093984769.9182527
335313.2913275159,2093391833.931202
335364.28500998544,2092807045.6235669
335414.76875563024,2092230274.8603315
335464.7476638186,2091661393.8170912
335514.2267829251,2091100276.9364626
335563.2111108405,2090546800.8853354
335611.7055954768,2090000844.512964
335659.7151352667,2089462288.8098752
335707.2445796587,2088931016.8675656
335754.29872960685,2088406913.8389895
335800.88233805547,2087889866.899815
335847.0001104196,2087379765.2104278
335892.65670506004,2086876499.878678
335937.8567337541,2086379963.9233437
335982.60476216127,2085890052.2383146
336026.90531028435,2085406661.5574563
336070.76285292616,2084929690.4201643
336114.18182014156,2084459039.1375873
336157.16659768485,2083994609.759501
336199.7215274527,2083536306.0418217
336241.85090792284,2083084033.4147556
336283.55899458827,2082637698.9515593
336324.85000038706,2082197211.3379047
336365.72809612786,2081762480.8418398
336406.19741091126,2081333419.284334
336446.26203254686,2080909940.010375
336485.92600796605,2080491957.8606513
336525.19334363105,2080079389.1437538
336564.0680059394,2079672151.6089377
336602.5539216247,2079270164.4193933
336640.6549781532,2078873348.1260395
336678.3750241163,2078481624.6418269
336715.71786961984,2078094917.2165246
336752.68728666834,2077713150.412005
336789.28700954636,2077336250.077997
336825.52073519555,2076964143.3283093
336861.39212358824,2076596758.5175078
336896.90479809704,2076234025.218047
336932.06234586076,2075875874.1978376
336966.86831814685,2075522237.3982491
337001.3262307101,2075173047.9125261
337035.4395641477,2074828239.9646301
337069.2117642509,2074487748.8884797
337102.6462423531,2074151511.1075933
337135.7463756742,2073819464.1151216
337168.51550766214,2073491546.4542594
337200.9569483302,2073167697.6990428
337233.0739745916,2072847858.4354959
337264.8698305904,2072531970.2431622
337296.3477280292,2072219975.6769645
337327.5108464936,2071911818.2494366
337358.36233377334,2071607442.413272
337388.9053061803,2071306793.5442233
337419.14284886315,2071009817.9243164
337449.0780161192,2070716462.725398
337478.71383170265,2070426675.9929783
337508.05328913033,2070140406.6304028
337537.0993519837,2069857604.3833117
337565.85495420854,2069578219.8243976
337594.32300041115,2069302204.3384626
337622.50636615173,2069029510.107744
337650.4078982349,2068760090.097535
337678.03041499725,2068493898.0420678
337705.376706592,2068230888.430673
337732.44953527075,2067971016.4941945
337759.25163566275,2067714238.1916676
337785.7857150508,2067460510.1972475
337812.054453645,2067209789.8873873
337838.06050485326,2066962035.3282576
337863.8064955494,2066717205.2634053
337889.2950263386,2066475259.1016448
337914.5286718199,2066236156.905182
337939.5099808464,2065999859.377956
337964.2414767826,2065766327.8542097
337988.72565775947,2065535524.2872713
338012.96499692654,2065307411.2385442
338036.96194270195,2065081951.8667147
338060.7189190196,2064859109.917154
338084.2383255741,2064638849.7115226
338107.522538063,2064421136.1375768
338130.57390842703,2064205934.639154
338153.39476508746,2063993211.206358
338175.9874131813,2063782932.365923
338198.35413479415,2063575065.1717646
338220.4971891909,2063369577.1957004
338242.4188130436,2063166436.5183463
338264.1212206579,2062965611.7201917
338285.606604196,2062767071.8728309
338306.8771338987,2062570786.5303657
338327.9349583044,2062376725.7209663
338348.78220446606,2062184859.9385927
338369.4209781661,2061995160.1348653
338389.85336412914,2061807597.7110937
338410.08142623253,2061622144.5104506
338430.1072077149,2061438772.810293
338449.9327313824,2061257455.3146248
338469.5599998132,2061078165.1467025
338488.9909955598,2060900875.8417761
338508.22768134886,2060725561.3399677
338527.27200028003,2060552195.9792786
338546.1258760219,2060380754.4887297
338564.79121300636,2060211211.981633
338583.269896621,2060043543.9489686
338601.5637933995,2059877726.2529156
338619.6747512102,2059713735.1204772
338637.6045994428,2059551547.1372328
338655.355149193,2059391139.2412064
338672.9281934458,2059232488.7168489
338690.325507256,2059075573.1891274
338707.5488479281,2058920370.6177275
338724.5999551935,2058766859.2913594
338741.48055138625,2058615017.8221734
338758.1923416171,2058464825.1402724
338774.7370139456,2058316260.4883287
338791.1162395508,2058169303.4162993
338807.3316729,2058023933.7762387
338823.3849519157,2057880131.7172046
338839.27769814123,2057737877.6802628
338855.0115169045,2057597152.3935735
338870.5879974802,2057457936.8675742
338886.00871325005,2057320212.390254
338901.27522186225,2057183960.5225077
338916.3890653883,2057049163.093574
338931.3517704791,2056915802.1965654
338946.164848519,2056783860.1840684
338960.8297957785,2056653319.6638308
338975.3480935654,2056524163.4945312
338989.7212083744,2056396374.7816107
339003.95059203537,2056269936.8731978
339018.0376818597,2056144833.3560932
339031.9839007858,2056021048.0518384
339045.7906575226,2055898565.0128434
339059.4593466921,2055777368.518596
339072.99134896987,2055657443.0719373
339086.38803122484,2055538773.3953917
339099.6507466573,2055421344.4275846
339112.7808349354,2055305141.3197067
339125.7796223307,2055190149.4320478
339138.64842185203,2055076354.3305972
339151.3885333782,2054963741.7837002
339164.0012437891,2054852297.7587726
339176.4878270959,2054742008.4190814
339188.8495445696,2054632860.1205761
339201.0876448686,2054524839.4087822
339213.20336416457,2054417933.0157444
339225.19792626763,2054312127.857029
339237.07254274964,2054207411.0287783
339248.8284130668,2054103769.8048177
339260.4667246808,2054001191.6338096
339271.9886531787,2053899664.13647
339283.39536239154,2053799175.1028197
339294.6880045123,2053699712.4894922
339305.86772021186,2053601264.4170916
339316.9356387544,2053503819.1675885
339327.8928781115,2053407365.1817734
339338.7405450751,2053311891.056742
339349.47973536904,2053217385.5434375
339360.11153376003,2053123837.5442247
339370.6370141671,2053031236.1105194
339381.0572397701,2052939570.4404442
339391.37326311704,2052848829.8765388
339401.58612623054,2052759003.9035037
339411.6968607129,2052670082.1459846
339421.70648785046,2052582054.3663976
339431.61601871665,2052494910.4627848
339441.42645427416,2052408640.4667203
339451.1387854761,2052323234.5412412
339460.75399336603,2052238682.9788182
339470.2730491771,2052154976.199365
339479.69691443,2052072104.7482731
339489.0265410304,2051990059.294498
339498.2628713648,2051908830.6286514
339507.4068383958,2051828409.6611564
339516.45936575654,2051748787.420414
339525.42136784364,2051669955.051004
339534.2937499099,2051591903.8119276
339543.0774081555,2051514625.0748696
339551.7732298186,2051438110.322491
339560.3820932651,2051362351.146758
339568.90486807714,2051287339.247293
339577.34241514106,2051213066.4297566
339585.69558673433,2051139524.604254
339593.96522661165,2051066705.7837758
339602.15217009024,2050994602.0826557
339610.25724413403,2050923205.7150629
339618.2812674374,2050852508.9935148
339626.2250505077,2050782504.3274188
339634.0893957473,2050713184.2216322
339641.8750975345,2050644541.2750547
339649.58294230385,2050576568.1792371
339657.21370862547,2050509257.7170238
339664.7681672839,2050442602.7612038
339672.2470813558,2050376596.2731957
339679.6512062869,2050311231.301751
339686.9812899687,2050246500.981677
339694.2380728137,2050182398.532588
339701.42228783027,2050118917.2576654
339708.53466069663,2050056050.5424516
339715.57590983436,2049993791.8536537
339722.5467464807,2049932134.737977
339729.44787476055,2049871072.8209653
339736.27999175765,2049810599.8058715
339743.04378758476,2049750709.4725401
339749.7399454536,2049691395.6763127
339756.36914174375,2049632652.346952
339762.932046071,2049574473.487572
339769.42932135495,2049516853.1736062
339775.8616238861,2049459785.5517712
339782.2296033919,2049403264.8390653
339788.5339031027,2049347285.32177
339794.7751598163,2049291841.354477
339800.95400396286,2049236927.359124
339807.0710596679,2049182537.8240528
339813.1269448159,2049128667.3030763
339819.12227111246,2049075310.4145687
339825.057644146,2049022461.840558
339830.93366344925,2048970116.325848
339836.7509225594,2048918268.677142
339842.5100090785,2048866913.762188
339848.2115047324,2048816046.5089345
339853.8559854297,2048765661.904704
339859.4440213201,2048715754.9953675
339864.97617685155,2048666320.884554
339870.4530108277,2048617354.7328463
339875.8750764641,2048568851.757013
339881.2429214441,2048520807.2292383
339886.5570879744,2048473216.4763684
339891.8181128393,2048426074.879172
339897.0265274556,2048379377.871606
339902.1828579257,2048333120.9401038
339907.28762509115,2048287299.6228611
339912.34134458494,2048241909.5091455
339917.3445268838,2048196946.2386065
339922.29767735966,2048152405.5006056
339927.2012963307,2048108283.0335498
339932.0558791121,2048064574.6242387
339936.8619160657,2048021276.1072218
339941.6198926497,2047978383.3641636
339946.3302894679,2047935892.323223
339950.9935823179,2047893798.958437
339955.6102422394,2047852099.2891154
339960.18073556165,2047810789.37925
339964.7055239507,2047769865.3369238
339969.18506445584,2047729323.3137376
339973.61980955594,2047689159.504242
339978.0102072051,2047649370.1453743
339982.3567008777,2047609951.5159113
339986.65972961363,2047570899.9359276
339990.9197280622,2047532211.7662566
339995.1371265262,2047493883.407969
339999.3123510056,2047455911.3018527
340003.44582324027,2047418291.9279034
340007.53796075255,2047381021.8048222
340011.5891768897,2047344097.4895191
340015.5998808655,2047307515.5766258
340019.5704778015,2047271272.6980171
340023.50136876816,2047235365.522335
340027.39295082516,2047199790.754528
340031.24561706156,2047164545.1353834
340035.05975663563,2047129625.4410834
340038.835754814,2047095028.482754
340042.5739930105,2047060751.1060305
340046.27484882507,2047026790.1906211
340049.9386960815,2046993142.6498823
340053.5659048654,2046959805.4304004
340057.15684156143,2046926775.5115745
340060.7118688905,2046894049.905213
340064.23134594626,2046861625.6551287
340067.71562823147,2046829499.836745
340071.16506769386,2046797669.5567033
340074.5800127616,2046766131.9524844
340077.96080837864,2046734884.1920214
340081.30779603956,2046703923.473333
340084.62131382385,2046673247.024153
340087.9016964303,2046642852.1015658
340091.1492752107,2046612735.9916542
340094.3643782033,2046582896.0091417
340097.5473301659,2046553329.4970489
340100.69845260895,2046524033.826348
340103.8180638275,2046495006.3956296
340106.90647893393,2046466244.6307645
340109.9640098893,2046437745.9845827
340112.99096553505,2046409507.9365416
340115.98765162437,2046381527.9924145
340118.9543708528,2046353803.6839736
340121.89142288896,2046326332.5686808
340124.79910440475,2046299112.2293794
340127.67770910537,2046272140.2739975
340130.52752775897,2046245414.3352475
340133.3488482261,2046218932.070336
340136.1419554885,2046192691.1606703
340138.90713167825,2046166689.311578
340141.64465610613,2046140924.2520278
340144.35480528977,2046115393.7343445
340147.03785298154,2046090095.5339444
340149.6940701964,2046065027.449061
340152.32372523914,2046040187.3004804
340154.92708373145,2046015572.93128
340157.5044086388,2045991182.206569
340160.0559602971,2045967013.0132341
340162.58199643885,2045943063.2596874
340165.08277221915,2045919330.8756187
340167.5585402416,2045895813.81175
340170.0095505839,2045872510.0395942
340172.4360508227,2045849417.55122
340174.83828605915,2045826534.359009
340177.2164989432,2045803858.4954357
340179.5709296985,2045781388.0128255
340181.90181614616,2045759120.9831402
340184.2093937294,2045737055.4977462
340186.4938955368,2045715189.6672049
340188.7555523261,2045693521.6210442
340190.99459254753,2045672049.507554
340193.21124236676,2045650771.4935691
340195.40572568774,2045629685.7642663
340197.57826417556,2045608790.5229511
340199.72907727846,2045588083.9908645
340201.85838225036,2045567564.4069734
340203.9663941725,2045547230.0277772
340206.0533259755,2045527079.1271157
340208.1193884604,2045507109.99597
340210.1647903205,2045487320.9422762
340212.189738162,2045467710.2907376
340214.19443652505,2045448276.3826404
340216.17908790446,2045429017.575669
340218.1438927701,2045409932.2437232
340220.0890495871,2045391018.7767484
340222.01475483587,2045372275.5805488
340223.9212030322,2045353701.0766234
340225.80858674657,2045335293.701987
340227.6770966238,2045317051.9090059
340229.52692140226,2045298974.1652296
340231.3582479329,2045281058.9532254
340233.1712611983,2045263304.7704136
340234.966144331,2045245710.1289105
340236.74307863234,2045228273.555365
340238.5022435907,2045210993.590807
340240.2438168995,2045193868.790488
340241.9679744752,2045176897.7237296
340243.6748904751,2045160078.9737725
340245.36473731505,2045143411.1376295
340247.03768568655,2045126892.8259315
340248.6939045744,2045110522.6627915
340250.3335612733,2045094299.2856529
340251.9568214052,2045078221.3451505
340253.5638489358,2045062287.50497
340255.15480619116,2045046496.4417117
340256.72985387396,2045030846.8447492
340258.2891510799,2045015337.4160974
340259.8328553138,2044999966.8702781
340261.36112250533,2044984733.9341886
340262.874107025,2044969637.3469708
340264.3719616994,2044954675.8598845
340265.8548378271,2044939848.2361736
340267.3228851935,2044925153.2509506
340268.7762520863,2044910589.6910632
340270.2150853101,2044896156.3549786
340271.6395302017,2044881852.0526571
340273.0497306443,2044867675.6054356
340274.4458290826,2044853625.8459077
340275.82796653645,2044839701.6178086
340277.19628261577,2044825901.7758968
340278.5509155343,2044812225.1858423
340279.89200212364,2044798670.7241127
340281.2196778471,2044785237.2778623
340282.5340768133,2044771923.7448208
340283.83533178986,2044758729.0331862
340285.1235742166,2044745652.0615163
340286.39893421915,2044732691.758622
340287.66154062166,2044719847.0634613
340288.9115209601,2044707116.9250398
340290.14900149516,2044694500.3023012
340291.37410722487,2044681996.164032
340292.5869618973,2044669603.4887571
340293.787688023,2044657321.2646437
340294.97640688746,2044645148.489401
340296.1532385633,2044633084.1701846
340297.31830192235,2044621127.3234982
340298.47171464784,2044609276.9751046
340299.61359324603,2044597532.159924
340300.74405305827,2044585891.9219513
340301.8632082724,2044574355.314154
340302.97117193433,2044562921.3983905
340304.06805595965,2044551589.2453163
340305.15397114475,2044540357.9342964
340306.22902717796,2044529226.553317
340307.29333265085,2044518194.1989028
340308.346995069,2044507259.9760246
340309.390120863,2044496422.9980235
340310.422815399,2044485682.386521
340311.4451829897,2044475037.2713377
340312.45732690446,2044464486.7904131
340313.4593493801,2044454030.0897229
340314.45135163097,2044443666.3232033
340315.4334338593,2044433394.6526623
340316.4056952654,2044423214.2477174
340317.36823405745,2044413124.2857022
340318.32114746154,2044403123.9515975
340319.2645317316,2044393212.4379594
340320.19848215894,2044383388.944835
340321.12309308205,2044373652.679698
340322.0384578959,2044364002.8573692
340322.94466906163,2044354438.6999478
340323.8418181157,2044344959.436737
340324.7299956792,2044335564.3041751
340325.6092914671,2044326252.545768
340326.47979429713,2044317023.412013
340327.3415920988,2044307876.1603382
340328.1947719225,2044298810.0550287
340329.03941994795,2044289824.367164
340329.87562149315,2044280918.3745468
340330.7034610229,2044272091.361645
340331.5230221573,2044263342.6195195
340332.3343876804,2044254671.445764
340333.1376395483,2044246077.1444387
340333.9328588975,2044237559.0260127
340334.7201260532,2044229116.4072938
340335.4995205373,2044220748.6113763
340336.27112107666,2044212454.9675727
340337.03500561055,2044204234.8113601
340337.79125129915,2044196087.4843128
340338.53993453085,2044188012.3340497
340339.28113093023,2044180008.7141736
340340.0149153656,2044172075.9842165
340340.74136195664,2044164213.509577
340341.46054408175,2044156420.6614676
340342.17253438564,2044148696.8168604
340342.8774047865,2044141041.358426
